job,link,time,price,bid,status
Need a Unity developer,https://www.freelancer.com/projects/unity-three-d/need-unity-developer-28345172/,4 days left,$20 - $169,0 bids,
Fix RSI Implementation for IvanV.,https://www.freelancer.com/projects/metatrader/fix-rsi-implementation-for-ivanv/,3 days left,$8 - $23,0 bids,VERIFIED
App on sꬴll having 10K downloads and $1 daily revenue,https://www.freelancer.com/projects/android/app-having-downloads-daily-revenue/,4 days left,$169 - $507,0 bids,VERIFIED
I WANT SOMEONE ON CONTRACT FOR MY PROJECT.,https://www.freelancer.com/projects/business-plans/want-someone-contract-for-project/,5 days left,$13520 - $33800,0 bids,
Sales representative for lead generation.,https://www.freelancer.com/projects/sales/sales-representative-for-lead-generation/,6 days left,$10000 - $20000,0 bids,VERIFIED
An Electric Vehicle Charging System Using an SMES Implanted Smart Grid,https://www.freelancer.com/projects/matlab-mathematica/electric-vehicle-charging-system-using/,6 days left,$14 - $41,0 bids,VERIFIED
UK legal writer Need,https://www.freelancer.com/projects/legal/legal-writer-need-28370634/,6 days left,$22 - $184,0 bids,
Telethon member addition to Telegram groups and channel,https://www.freelancer.com/projects/python/telethon-member-addition-telegram-groups/,6 days left,$7 - $22,0 bids,
Full stack developer -- 2,https://www.freelancer.com/projects/nodejs/full-stack-developer-28315293/,2 days left,$13543 - $33858,0 bids,VERIFIED
Need Expert IMS VoLTE Engineer,https://www.freelancer.com/projects/software-architecture/need-expert-ims-volte-engineer/,3 days left,min $50 / hr,0 bids,
Sales of SaaS based learning management system,https://www.freelancer.com/projects/sales/sales-saas-based-learning-management/,3 days left,$1015 - $2031,0 bids,
Digging out raised flower bed.,https://www.freelancer.com/projects/yard-work/digging-out-raised-flower-bed/,4 days left,$30 - $250,0 bids,VERIFIED
Sponsorship Expert,https://www.freelancer.com/projects/telemarketing/sponsorship-expert/,4 days left,$169 - $507,0 bids,
logo desfigners,https://www.freelancer.com/projects/logo-design/logo-desfigners/,5 days left,min $33800,0 bids,
i need jewellery manual designer,https://www.freelancer.com/projects/business-plans/need-jewellery-manual-designer/,6 days left,$8 - $20,0 bids,
build SDN model using Mininet,https://www.freelancer.com/contest/build-sdn-model-using-mininet-1855326.html,2 days left,$65,0 entries,
structural design and material estimation house,https://www.freelancer.com/projects/building/structural-design-material-estimation/,6 days left,$8 - $20,0 bids,VERIFIED
clickfunnel,https://www.freelancer.com/projects/clickfunnels/clickfunnel-28372090/,6 days left,$10 - $36,0 bids,VERIFIED
Planning Domain Definition Language (PDDL),https://www.freelancer.com/projects/artificial-intelligence/planning-domain-definition-language-pddl/,6 days left,$13 - $27,0 bids,
I need  2d or 3d unity game,https://www.freelancer.com/projects/ipad/need-unity-game/,6 hours left,$3000 - $5000,0 bids,
sales manager -- 2,https://www.freelancer.com/projects/leads/sales-manager-28306644/,1 day left,$3574 - $5957,0 bids,
Labware LIMS CONSULTANT,https://www.freelancer.com/projects/life-science-sales/labware-lims-consultant/,3 days left,$2032 - $3386,0 bids,
Simulate vehicles  using Veins and Sumo,https://www.freelancer.com/projects/algorithm/simulate-vehicles-using-veins-sumo/,4 days left,$30 - $250,0 bids,
Need a Forex tarding bot with no loss,https://www.freelancer.com/projects/php/need-forex-tarding-bot-with/,1 day left,$5000 - $10000,0 bids,
I Wanted To Make A Website Like :- https://goteverythingin.blogspot.com/2020/09/12-file-file-sharing.html,https://www.freelancer.com/projects/html/wanted-make-website-like-https-28305878/,1 day left,$5000 - $10000,0 bids,
logistics,https://www.freelancer.com/projects/logistics-company/logistics-28305803/,1 day left,$30 - $250,0 bids,VERIFIED
Java developer .The project is about developing an integration between static code analysis services and developers’ cloud git repositories.,https://www.freelancer.com/projects/java/java-developer-the-project-about/,2 days left,$3000 - $5000,0 bids,
Student for interview,https://www.freelancer.com/projects/mobile-app-testing/student-for-interview/,2 days left,$1 - $6 / hr,0 bids,VERIFIED
Build a Autohotkey for a mobile game.,https://www.freelancer.com/projects/autohotkey/build-autohotkey-for-mobile-game/,2 days left,$30 - $250,0 bids,
Display driver pic,https://www.freelancer.com/projects/technical-writing/display-driver-pic/,3 days left,$169 - $506,0 bids,
Electronic game,https://www.freelancer.com/projects/project-management/electronic-game/,4 days left,$250 - $750,0 bids,
Write a explits code for increment and decrement for incubator,https://www.freelancer.com/projects/swing/write-explits-code-for-increment/,4 days left,$3 - $7 / hr,0 bids,VERIFIED
i need an event planner for a 30th,https://www.freelancer.com/projects/eventplanning/need-event-planner-for/,6 days left,$185 - $554,0 bids,
Social Media Marketing Sales Representative,https://www.freelancer.com/projects/sales/social-media-marketing-sales-28360489/,6 days left,min $50000,0 bids,
loan leads,https://www.freelancer.com/projects/field-sales/loan-leads/,6 days left,$8 - $20,0 bids,
Apache kafka video tutorial,https://www.freelancer.com/projects/apache/apache-kafka-video-tutorial/,6 days left,$169 - $507,0 bids,VERIFIED
Full Steering Wheel Cover/protector,https://www.freelancer.com/projects/sewing/full-steering-wheel-cover-protector/,6 days left,$8 - $23,0 bids,
Remove fence panel for delivery of Spa & then replace fence panel at Russell Lea NSW Australia,https://www.freelancer.com/projects/handyman/remove-fence-panel-for-delivery/,6 days left,$22 - $184,0 bids,VERIFIED
FACEBOOK ADS PARTNER - READ BEFORE APPLIYING,https://www.freelancer.com/projects/leads/facebook-ads-partner-read-before/,6 days left,min $59656,0 bids,
Business Development in Vancouver -- 2,https://www.freelancer.com/projects/business-analysis/business-development-vancouver-28281165/,Ended,$3000 - $5000,0 bids,
creating a uppaal model,https://www.freelancer.com/projects/genetic-algebra-modelling-system/creating-uppaal-model/,1 day left,$20 - $169,0 bids,VERIFIED
Integrate FLASK webapp with stripe and PuBilling,https://www.freelancer.com/projects/flask/integrate-flask-webapp-with-stripe/,1 day left,$10 - $20,0 bids,
build website  -- 2,https://www.freelancer.com/projects/html/build-website-28323955/,3 days left,$3389 - $6778,0 bids,
I need a female marketing Genius from south America,https://www.freelancer.com/projects/digital-marketing/need-female-marketing-genius-from/,4 days left,min $50000,0 bids,
Develop a general motion controller software architecture,https://www.freelancer.com/projects/linux/develop-general-motion-controller/,1 day left,$20000 - $50000,0 bids,VERIFIED
i need a lady to teach me how to use xamarin,https://www.freelancer.com/projects/mobile-phone/need-lady-teach-how-use/,6 days left,$10 - $30,0 bids,
Lithuania English Speaking person wanted -- 2,https://www.freelancer.com/projects/php/lithuania-english-speaking-person-wanted/,6 days left,$2 - $8 / hr,0 bids,
a honest model,https://www.freelancer.com/projects/fashion-design/honest-model/,6 days left,$8 - $20,0 bids,
Anybodies have knowledge Genesis 2000 and Ucamx v2015,https://www.freelancer.com/projects/electronics/anybodies-have-knowledge-genesis-ucamx/,1 day left,$10 - $30,0 bids,
"[Sweden, Ludvika] Hiring urine specimen collector for pre-employment drug testing",https://www.freelancer.com/projects/english-uk/sweden-ludvika-hiring-urine-specimen/,3 days left,$20 - $30,0 bids,VERIFIED
Network Marketing Business,https://www.freelancer.com/projects/sales/network-marketing-business/,5 days left,$3380 - $6760,0 bids,VERIFIED
Scheduler Project in C Programming,https://www.freelancer.com/projects/c-programming/scheduler-project-programming/,2 hours left,$3000 - $5000,0 bids,VERIFIED
Account Manager for a Digital Marketing agency,https://www.freelancer.com/projects/sales/account-manager-for-digital-marketing/,14 days left,$5000 - $10000,0 bids,VERIFIED
Electronics technician in Houston,https://www.freelancer.com/projects/electronics/electronics-technician-houston/,2 days left,$250 - $750,0 bids,VERIFIED
work from home  -- 3,https://www.freelancer.com/projects/business-intelligence/work-from-home-28329925/,3 days left,$3376 - $6752,0 bids,
Cloud kitchen Set-up in UAE,https://www.freelancer.com/projects/sap-business-planning-and-consolidation/cloud-kitchen-set-uae/,4 days left,$30 - $250,0 bids,VERIFIED
Backsplash wall,https://www.freelancer.com/projects/tiling/backsplash-wall/,4 days left,$15 - $25 / hr,0 bids,
nursing staff,https://www.freelancer.com/projects/medical/nursing-staff/,5 days left,$1014 - $2029,0 bids,
Content writing for Software Company - Only individual freelancers bid -- 2,https://www.freelancer.com/projects/copywriting/content-writing-for-software-company-28362916/,6 days left,$5000 - $10000,0 bids,
Confluence Cloud,https://www.freelancer.com/projects/atlassian-confluence/confluence-cloud/,6 days left,min $37 / hr,0 bids,
Looking for a SA-MP scripter,https://www.freelancer.com/projects/mysql/looking-for-scripter/,6 days left,$30 - $250,0 bids,
BlockChain Work,https://www.freelancer.com/projects/blockchain/blockchain-work/,6 days left,$7 - $22,0 bids,
Azure Solutions Architect,https://www.freelancer.com/projects/azure/azure-solutions-architect-28373610/,6 days left,$15 - $25 / hr,0 bids,
i need a poker card game development,https://www.freelancer.com/projects/game-development/need-poker-card-game-development/,Ending left,min $50000,0 bids,
Need Virtual Assistant For This,https://www.freelancer.com/projects/virtual-assistant/need-virtual-assistant-for-this/,2 days left,$20000 - $50000,0 bids,
Connect BuildBox API to Realtie Google SpreadSheet published CSV file,https://www.freelancer.com/projects/buildbox/connect-buildbox-api-realtie-google/,3 days left,$13 - $27,0 bids,VERIFIED
Microsoft Hololens 2 game developer -- 2,https://www.freelancer.com/projects/dot-net/microsoft-hololens-game-developer/,1 day left,$3000 - $5000,0 bids,VERIFIED
"Response based on user input, dynamic responses",https://www.freelancer.com/projects/google-apis/response-based-user-input-dynamic/,2 days left,$30 - $250,0 bids,
Need investor to grow a trading account,https://www.freelancer.com/projects/investment-research/need-investor-grow-trading-account/,3 days left,$6683 - $13366,0 bids,VERIFIED
Request Of Partnership With Thecitadelcapital,https://www.freelancer.com/projects/business-analysis/request-partnership-with/,4 days left,$20000 - $50000,0 bids,
I need an Affiliate Marketer,https://www.freelancer.com/projects/internet-marketing/need-affiliate-marketer-28345406/,4 days left,$36 - $299,0 bids,
I need a student from helsinki university,https://www.freelancer.com/projects/freelance-developer/need-student-from-helsinki-university/,5 days left,$10 - $30,0 bids,
i want to seel and buy by internet,https://www.freelancer.com/projects/blog-install/want-seel-buy-internet/,6 days left,$10 - $30,0 bids,
Configure Facebook Pixel,https://www.freelancer.com/projects/facebook-marketing/configure-facebook-pixel/,6 days left,$10 - $30,0 bids,VERIFIED
development of a software:  extract data fields from email-files,https://www.freelancer.com/projects/python/development-software-extract-data-fields/,6 days left,$30 - $250,0 bids,VERIFIED
Decryption of Ransomware affected file by Ransomware : EKING - phobos family,https://www.freelancer.com/projects/cloud-security/decryption-ransomware-affected-file/,1 day left,$20 - $169,0 bids,
I need 3d/2d game,https://www.freelancer.com/projects/iphone/need-game-28334099/,3 days left,$5000 - $10000,0 bids,
Need Some Invester .,https://www.freelancer.com/projects/logistics-company/need-some-invester/,4 days left,$8 - $20,0 bids,
Unity3D Mobile Game Developer - Preferred Full Time / Part Time -  --  --  --,https://www.freelancer.com/projects/c-sharp-programming/unity-mobile-game-developer-preferred-28348981/,5 days left,$300 - $1200,0 bids,VERIFIED
Facing designing issues with angular,https://www.freelancer.com/projects/research-writing/facing-designing-issues-with-angular/,6 days left,$10 - $17 / hr,0 bids,
GCP Implementation of a multitenant API. Using API Gateway,https://www.freelancer.com/projects/python/gcp-implementation-multitenant-api-using/,6 days left,$20 - $169,0 bids,
Business Partner for ads and other account management,https://www.freelancer.com/projects/advertising/business-partner-for-ads-other/,6 days left,$3000 - $5000,0 bids,VERIFIED
Remove lizard from backyard -- 2,https://www.freelancer.com/projects/gardening/remove-lizard-from-backyard-28307735/,1 day left,$7 - $22,0 bids,VERIFIED
Require a partner for starting super market in Nigeria,https://www.freelancer.com/projects/supplier-sourcing/require-partner-for-starting-super/,3 days left,$3000 - $5000,0 bids,VERIFIED
*** highly experienced *** WebRTC Expert (React/Mobx <> C#/ASP.NET),https://www.freelancer.com/projects/dot-net/highly-experienced-webrtc-expert-react/,3 days left,$3000 - $5000,0 bids,VERIFIED
Xero API development- Read all expenses from the XERO api and store in a database,https://www.freelancer.com/projects/xero/xero-api-development-read-all/,6 days left,$8 - $20,0 bids,VERIFIED
P¡C EDIToGRAPHER,https://www.freelancer.com/projects/mobile-phone/editographer/,6 days left,$8 - $20,0 bids,
Need someone good in quality control,https://www.freelancer.com/projects/quality-and-reliability-testing/need-someone-good-quality-control/,6 days left,$8 - $20,0 bids,
Photographer and video editor,https://www.freelancer.com/projects/video-editing/photographer-video-editor/,6 days left,$12 - $19 / hr,0 bids,
Go project -- 4,https://www.freelancer.com/projects/golang/project-28373659/,6 days left,$50 - $80,0 bids,
trading bot,https://www.freelancer.com/projects/php/trading-bot-28300141/,1 day left,min $50000,0 bids,
